method,resource,start_offset_ms,duration_ms
GET,/tpch10/customer/customer.parquet,2077116,111
GET,/tpch10/customer/customer.parquet,2077051,201
GET,/tpch10/customer/customer.parquet,2077199,118
GET,/tpch10/customer/customer.parquet,2077412,80
GET,/tpch10/customer/customer.parquet,2077399,106
GET,/tpch10/customer/customer.parquet,2077404,141
GET,/tpch10/customer/customer.parquet,2077535,210
GET,/tpch10/customer/customer.parquet,2077645,154
GET,/tpch10/customer/customer.parquet,2077607,209
GET,/tpch10/customer/customer.parquet,2077696,147
GET,/tpch10/customer/customer.parquet,2077860,75
GET,/tpch10/customer/customer.parquet,2077884,79
GET,/tpch10/customer/customer.parquet,2077988,82
GET,/tpch10/customer/customer.parquet,2078008,320
GET,/tpch10/customer/customer.parquet,2077604,1727
GET,/tpch10/customer/customer.parquet,2077853,1497
GET,/tpch10/customer/customer.parquet,2077894,1522
GET,/tpch10/customer/customer.parquet,2078368,1790
GET,/tpch10/customer/customer.parquet,2078475,1717
GET,/tpch10/customer/customer.parquet,2078387,1881
GET,/tpch10/customer/customer.parquet,2078453,1806
GET,/tpch10/customer/customer.parquet,2078424,1839
GET,/tpch10/customer/customer.parquet,2078409,1848
GET,/tpch10/customer/customer.parquet,2078446,1812
GET,/tpch10/customer/customer.parquet,2079379,931
GET,/tpch10/customer/customer.parquet,2080313,90
GET,/tpch10/customer/customer.parquet,2078300,2161
GET,/tpch10/customer/customer.parquet,2080411,103
GET,/tpch10/customer/customer.parquet,2079116,2010
GET,/tpch10/customer/customer.parquet,2079281,2030
GET,/tpch10/customer/customer.parquet,2079322,1943
GET,/tpch10/customer/customer.parquet,2081207,171
GET,/tpch10/customer/customer.parquet,2080442,1068
GET,/tpch10/customer/customer.parquet,2081508,566
GET,/tpch10/customer/customer.parquet,2081232,852
GET,/tpch10/customer/customer.parquet,2081472,644
GET,/tpch10/customer/customer.parquet,2082242,121
GET,/tpch10/customer/customer.parquet,2082290,332
GET,/tpch10/customer/customer.parquet,2082177,628
GET,/tpch10/customer/customer.parquet,2082335,609
GET,/tpch10/customer/customer.parquet,2082867,132
GET,/tpch10/customer/customer.parquet,2082685,872
GET,/tpch10/customer/customer.parquet,2083546,77
GET,/tpch10/customer/customer.parquet,2083601,100
GET,/tpch10/customer/customer.parquet,2082818,900
GET,/tpch10/customer/customer.parquet,2083463,323
GET,/tpch10/customer/customer.parquet,2083704,101
GET,/tpch10/customer/customer.parquet,2081304,2869
GET,/tpch10/customer/customer.parquet,2083783,871
GET,/tpch10/customer/customer.parquet,2082245,127
GET,/tpch10/customer/customer.parquet,2081247,3540
GET,/tpch10/customer/customer.parquet,2082311,2589
GET,/tpch10/customer/customer.parquet,2082338,2577
GET,/tpch10/customer/customer.parquet,2082318,2621
GET,/tpch10/customer/customer.parquet,2084113,856
GET,/tpch10/customer/customer.parquet,2084883,509
GET,/tpch10/customer/customer.parquet,2082351,3148
GET,/tpch10/customer/customer.parquet,2084134,1304
GET,/tpch10/customer/customer.parquet,2084874,736
GET,/tpch10/customer/customer.parquet,2085332,873
GET,/tpch10/customer/customer.parquet,2085349,861
GET,/tpch10/customer/customer.parquet,2084209,2046
GET,/tpch10/customer/customer.parquet,2082885,3445
GET,/tpch10/customer/customer.parquet,2084236,2141
GET,/tpch10/customer/customer.parquet,2082366,4054
GET,/tpch10/customer/customer.parquet,2086248,475
GET,/tpch10/customer/customer.parquet,2085475,1514
GET,/tpch10/customer/customer.parquet,2086218,778
GET,/tpch10/customer/customer.parquet,2086376,974
GET,/tpch10/customer/customer.parquet,2086965,516
GET,/tpch10/orders/orders.1.parquet,2103603,1545
GET,/tpch10/orders/orders.1.parquet,2105934,1359
GET,/tpch10/orders/orders.1.parquet,2105309,2084
GET,/tpch10/orders/orders.1.parquet,2103623,3858
GET,/tpch10/orders/orders.1.parquet,2105275,2251
GET,/tpch10/orders/orders.1.parquet,2105177,2507
GET,/tpch10/orders/orders.1.parquet,2107419,287
GET,/tpch10/orders/orders.1.parquet,2105305,2782
GET,/tpch10/orders/orders.1.parquet,2105320,2953
GET,/tpch10/orders/orders.1.parquet,2107123,1274
GET,/tpch10/orders/orders.1.parquet,2107138,1303
GET,/tpch10/orders/orders.1.parquet,2106902,1551
