method,resource,start_offset_ms,duration_ms
GET,/tpch10/customer/customer.parquet,1572843,160
GET,/tpch10/customer/customer.parquet,1572884,132
GET,/tpch10/customer/customer.parquet,1573026,1512
GET,/tpch10/customer/customer.parquet,1573104,2005
GET,/tpch10/customer/customer.parquet,1574404,496
GET,/tpch10/customer/customer.parquet,1574583,637
GET,/tpch10/customer/customer.parquet,1574649,603
GET,/tpch10/customer/customer.parquet,1574454,857
GET,/tpch10/customer/customer.parquet,1574594,714
GET,/tpch10/customer/customer.parquet,1574355,1052
GET,/tpch10/customer/customer.parquet,1573070,2863
GET,/tpch10/customer/customer.parquet,1573028,2901
GET,/tpch10/customer/customer.parquet,1575947,94
GET,/tpch10/customer/customer.parquet,1575731,316
GET,/tpch10/customer/customer.parquet,1576107,84
GET,/tpch10/customer/customer.parquet,1576107,537
GET,/tpch10/lineitem/lineitem.1.parquet,1572840,957
GET,/tpch10/customer/customer.parquet,1576075,747
GET,/tpch10/customer/customer.parquet,1575869,1043
GET,/tpch10/customer/customer.parquet,1576042,1023
GET,/tpch10/customer/customer.parquet,1574623,3230
GET,/tpch10/customer/customer.parquet,1576909,1017
GET,/tpch10/lineitem/lineitem.1.parquet,1577729,219
GET,/tpch10/customer/customer.parquet,1577805,130
GET,/tpch10/lineitem/lineitem.1.parquet,1576991,1294
GET,/tpch10/customer/customer.parquet,1577031,1370
GET,/tpch10/customer/customer.parquet,1577799,519
GET,/tpch10/customer/customer.parquet,1577888,674
GET,/tpch10/lineitem/lineitem.2.parquet,1577062,1189
GET,/tpch10/customer/customer.parquet,1576183,2434
GET,/tpch10/lineitem/lineitem.1.parquet,1575183,4038
GET,/tpch10/lineitem/lineitem.2.parquet,1577908,1794
GET,/tpch10/lineitem/lineitem.1.parquet,1576178,3531
GET,/tpch10/customer/customer.parquet,1577147,2596
GET,/tpch10/customer/customer.parquet,1579723,361
GET,/tpch10/customer/customer.parquet,1576099,4223
GET,/tpch10/customer/customer.parquet,1580415,111
GET,/tpch10/customer/customer.parquet,1579831,701
GET,/tpch10/lineitem/lineitem.1.parquet,1579641,930
GET,/tpch10/customer/customer.parquet,1579887,936
GET,/tpch10/lineitem/lineitem.1.parquet,1580417,641
GET,/tpch10/customer/customer.parquet,1577891,3226
GET,/tpch10/lineitem/lineitem.2.parquet,1580991,744
GET,/tpch10/lineitem/lineitem.1.parquet,1581601,292
GET,/tpch10/lineitem/lineitem.1.parquet,1581112,786
GET,/tpch10/lineitem/lineitem.1.parquet,1580458,1317
GET,/tpch10/lineitem/lineitem.1.parquet,1581161,779
GET,/tpch10/lineitem/lineitem.1.parquet,1581848,232
GET,/tpch10/lineitem/lineitem.1.parquet,1581169,908
GET,/tpch10/customer/customer.parquet,1582442,89
GET,/tpch10/customer/customer.parquet,1573088,9478
GET,/tpch10/lineitem/lineitem.2.parquet,1577910,4714
GET,/tpch10/lineitem/lineitem.1.parquet,1577902,4767
GET,/tpch10/lineitem/lineitem.1.parquet,1575346,7341
GET,/tpch10/customer/customer.parquet,1576945,5749
GET,/tpch10/lineitem/lineitem.1.parquet,1576931,5787
GET,/tpch10/lineitem/lineitem.1.parquet,1582707,615
GET,/tpch10/customer/customer.parquet,1572771,10553
GET,/tpch10/lineitem/lineitem.1.parquet,1582795,715
GET,/tpch10/lineitem/lineitem.2.parquet,1582006,1507
GET,/tpch10/lineitem/lineitem.1.parquet,1581910,1727
GET,/tpch10/lineitem/lineitem.1.parquet,1583387,255
GET,/tpch10/lineitem/lineitem.1.parquet,1583393,365
GET,/tpch10/lineitem/lineitem.2.parquet,1583447,801
GET,/tpch10/lineitem/lineitem.1.parquet,1583401,877
GET,/tpch10/lineitem/lineitem.1.parquet,1583396,867
GET,/tpch10/lineitem/lineitem.1.parquet,1584156,211
GET,/tpch10/lineitem/lineitem.1.parquet,1584207,216
GET,/tpch10/lineitem/lineitem.1.parquet,1584247,202
GET,/tpch10/lineitem/lineitem.1.parquet,1584247,318
GET,/tpch10/lineitem/lineitem.2.parquet,1584236,339
GET,/tpch10/lineitem/lineitem.1.parquet,1583674,954
GET,/tpch10/lineitem/lineitem.1.parquet,1580539,4126
GET,/tpch10/lineitem/lineitem.1.parquet,1582638,2078
GET,/tpch10/lineitem/lineitem.1.parquet,1582668,2198
GET,/tpch10/lineitem/lineitem.1.parquet,1583640,1236
GET,/tpch10/lineitem/lineitem.1.parquet,1581179,4127
GET,/tpch10/lineitem/lineitem.1.parquet,1585201,207
GET,/tpch10/lineitem/lineitem.1.parquet,1584902,499
GET,/tpch10/lineitem/lineitem.2.parquet,1578673,6747
GET,/tpch10/lineitem/lineitem.2.parquet,1585199,231
GET,/tpch10/lineitem/lineitem.1.parquet,1585418,218
GET,/tpch10/lineitem/lineitem.1.parquet,1585385,326
GET,/tpch10/lineitem/lineitem.1.parquet,1584277,1467
GET,/tpch10/lineitem/lineitem.1.parquet,1585476,675
GET,/tpch10/lineitem/lineitem.1.parquet,1581881,3788
GET,/tpch10/lineitem/lineitem.1.parquet,1584168,2031
GET,/tpch10/lineitem/lineitem.1.parquet,1586063,188
GET,/tpch10/lineitem/lineitem.1.parquet,1586058,232
GET,/tpch10/lineitem/lineitem.1.parquet,1586070,255
GET,/tpch10/lineitem/lineitem.2.parquet,1586073,289
GET,/tpch10/lineitem/lineitem.1.parquet,1584319,2078
GET,/tpch10/lineitem/lineitem.1.parquet,1584426,1983
GET,/tpch10/lineitem/lineitem.1.parquet,1586182,275
GET,/tpch10/lineitem/lineitem.2.parquet,1584835,1650
GET,/tpch10/lineitem/lineitem.1.parquet,1584371,2121
GET,/tpch10/lineitem/lineitem.1.parquet,1586284,264
GET,/tpch10/lineitem/lineitem.1.parquet,1586180,366
GET,/tpch10/lineitem/lineitem.1.parquet,1586462,140
GET,/tpch10/lineitem/lineitem.1.parquet,1586613,190
GET,/tpch10/lineitem/lineitem.1.parquet,1586753,178
GET,/tpch10/lineitem/lineitem.1.parquet,1585397,1616
GET,/tpch10/lineitem/lineitem.1.parquet,1586166,1031
GET,/tpch10/lineitem/lineitem.1.parquet,1586023,1192
GET,/tpch10/lineitem/lineitem.1.parquet,1586981,348
GET,/tpch10/lineitem/lineitem.1.parquet,1586248,1025
GET,/tpch10/lineitem/lineitem.2.parquet,1586069,1222
GET,/tpch10/lineitem/lineitem.1.parquet,1585478,1941
GET,/tpch10/lineitem/lineitem.2.parquet,1587251,221
GET,/tpch10/lineitem/lineitem.1.parquet,1587453,488
GET,/tpch10/lineitem/lineitem.1.parquet,1587385,626
GET,/tpch10/lineitem/lineitem.1.parquet,1587376,653
GET,/tpch10/lineitem/lineitem.1.parquet,1587927,230
GET,/tpch10/lineitem/lineitem.1.parquet,1587927,260
GET,/tpch10/lineitem/lineitem.1.parquet,1587914,633
GET,/tpch10/customer/customer.parquet,1578633,10085
GET,/tpch10/customer/customer.parquet,1577916,10807
GET,/tpch10/lineitem/lineitem.1.parquet,1587381,1347
GET,/tpch10/lineitem/lineitem.1.parquet,1588048,609
GET,/tpch10/lineitem/lineitem.1.parquet,1587410,997
GET,/tpch10/lineitem/lineitem.1.parquet,1588036,425
GET,/tpch10/lineitem/lineitem.2.parquet,1587498,719
GET,/tpch10/customer/customer.parquet,1579516,9510
GET,/tpch10/lineitem/lineitem.1.parquet,1587497,1584
GET,/tpch10/customer/customer.parquet,1579389,9600
GET,/tpch10/customer/customer.parquet,1579421,9705
GET,/tpch10/lineitem/lineitem.1.parquet,1588062,571
GET,/tpch10/lineitem/lineitem.1.parquet,1587490,2036
GET,/tpch10/customer/customer.parquet,1578779,10770
GET,/tpch10/lineitem/lineitem.2.parquet,1587966,1606
GET,/tpch10/customer/customer.parquet,1589662,78
GET,/tpch10/lineitem/lineitem.1.parquet,1588173,1596
GET,/tpch10/lineitem/lineitem.1.parquet,1589589,189
GET,/tpch10/customer/customer.parquet,1589697,75
GET,/tpch10/lineitem/lineitem.1.parquet,1589002,842
GET,/tpch10/lineitem/lineitem.1.parquet,1589613,245
GET,/tpch10/customer/customer.parquet,1589661,227
