method,resource,start_offset_ms,duration_ms
GET,/tpch10/lineitem/lineitem.1.parquet,2312601,1985
GET,/tpch10/lineitem/lineitem.1.parquet,2312537,2608
GET,/tpch10/lineitem/lineitem.1.parquet,2311565,3803
GET,/tpch10/lineitem/lineitem.1.parquet,2312584,2846
GET,/tpch10/lineitem/lineitem.1.parquet,2311682,3969
GET,/tpch10/lineitem/lineitem.1.parquet,2315391,540
GET,/tpch10/lineitem/lineitem.1.parquet,2315391,641
GET,/tpch10/lineitem/lineitem.1.parquet,2312638,3398
GET,/tpch10/lineitem/lineitem.1.parquet,2313786,2857
GET,/tpch10/lineitem/lineitem.1.parquet,2315944,962
GET,/tpch10/lineitem/lineitem.1.parquet,2315767,1243
GET,/tpch10/lineitem/lineitem.1.parquet,2315564,1442
GET,/tpch10/lineitem/lineitem.1.parquet,2315394,1629
GET,/tpch10/lineitem/lineitem.1.parquet,2313805,3533
GET,/tpch10/lineitem/lineitem.1.parquet,2317596,238
GET,/tpch10/lineitem/lineitem.1.parquet,2311815,6010
GET,/tpch10/lineitem/lineitem.1.parquet,2317723,193
GET,/tpch10/lineitem/lineitem.1.parquet,2317775,250
GET,/tpch10/lineitem/lineitem.1.parquet,2315994,2206
GET,/tpch10/lineitem/lineitem.1.parquet,2315538,2940
GET,/tpch10/lineitem/lineitem.1.parquet,2312710,5888
GET,/tpch10/lineitem/lineitem.1.parquet,2318024,776
GET,/tpch10/lineitem/lineitem.1.parquet,2317583,2020
GET,/tpch10/lineitem/lineitem.1.parquet,2319252,694
GET,/tpch10/lineitem/lineitem.1.parquet,2316862,3093
GET,/tpch10/lineitem/lineitem.1.parquet,2316885,3634
GET,/tpch10/lineitem/lineitem.1.parquet,2318646,2016
GET,/tpch10/lineitem/lineitem.1.parquet,2318042,2658
GET,/tpch10/lineitem/lineitem.1.parquet,2320574,361
GET,/tpch10/lineitem/lineitem.1.parquet,2316757,4201
GET,/tpch10/lineitem/lineitem.1.parquet,2320553,505
GET,/tpch10/lineitem/lineitem.1.parquet,2320644,679
GET,/tpch10/lineitem/lineitem.1.parquet,2321353,208
GET,/tpch10/lineitem/lineitem.1.parquet,2319627,1959
GET,/tpch10/lineitem/lineitem.1.parquet,2321383,215
GET,/tpch10/lineitem/lineitem.1.parquet,2321675,149
GET,/tpch10/lineitem/lineitem.1.parquet,2317971,2923
GET,/tpch10/lineitem/lineitem.1.parquet,2320647,1671
GET,/tpch10/lineitem/lineitem.1.parquet,2316896,5671
GET,/tpch10/lineitem/lineitem.1.parquet,2322465,223
GET,/tpch10/lineitem/lineitem.1.parquet,2320733,1983
GET,/tpch10/lineitem/lineitem.1.parquet,2319918,2913
GET,/tpch10/lineitem/lineitem.1.parquet,2322613,274
GET,/tpch10/lineitem/lineitem.1.parquet,2321529,1366
GET,/tpch10/lineitem/lineitem.1.parquet,2321379,1295
GET,/tpch10/lineitem/lineitem.1.parquet,2321486,1530
GET,/tpch10/lineitem/lineitem.1.parquet,2314425,8626
GET,/tpch10/lineitem/lineitem.1.parquet,2323461,176
GET,/tpch10/lineitem/lineitem.1.parquet,2322003,1964
GET,/tpch10/lineitem/lineitem.1.parquet,2323787,211
GET,/tpch10/lineitem/lineitem.1.parquet,2323840,169
GET,/tpch10/lineitem/lineitem.1.parquet,2323815,211
GET,/tpch10/lineitem/lineitem.1.parquet,2321787,2341
GET,/tpch10/lineitem/lineitem.1.parquet,2323989,190
GET,/tpch10/lineitem/lineitem.1.parquet,2324108,195
GET,/tpch10/lineitem/lineitem.1.parquet,2324168,171
GET,/tpch10/lineitem/lineitem.1.parquet,2323408,970
GET,/tpch10/lineitem/lineitem.1.parquet,2322458,2047
GET,/tpch10/lineitem/lineitem.1.parquet,2323776,747
GET,/tpch10/lineitem/lineitem.1.parquet,2321747,2890
GET,/tpch10/lineitem/lineitem.1.parquet,2323677,1177
GET,/tpch10/lineitem/lineitem.1.parquet,2323893,1035
GET,/tpch10/lineitem/lineitem.1.parquet,2323798,1206
GET,/tpch10/lineitem/lineitem.1.parquet,2323813,1226
GET,/tpch10/lineitem/lineitem.1.parquet,2321946,3221
GET,/tpch10/lineitem/lineitem.1.parquet,2321985,3331
GET,/tpch10/lineitem/lineitem.1.parquet,2325118,243
GET,/tpch10/lineitem/lineitem.1.parquet,2321533,3903
GET,/tpch10/lineitem/lineitem.1.parquet,2325347,219
GET,/tpch10/lineitem/lineitem.1.parquet,2324606,1205
GET,/tpch10/lineitem/lineitem.1.parquet,2324292,1785
GET,/tpch10/lineitem/lineitem.1.parquet,2325925,326
GET,/tpch10/lineitem/lineitem.1.parquet,2325999,266
GET,/tpch10/lineitem/lineitem.1.parquet,2326135,182
GET,/tpch10/lineitem/lineitem.1.parquet,2324636,1726
GET,/tpch10/lineitem/lineitem.1.parquet,2324903,1477
GET,/tpch10/lineitem/lineitem.1.parquet,2326136,307
GET,/tpch10/lineitem/lineitem.1.parquet,2326146,335
GET,/tpch10/lineitem/lineitem.1.parquet,2326265,681
GET,/tpch10/lineitem/lineitem.1.parquet,2326838,197
GET,/tpch10/lineitem/lineitem.1.parquet,2326874,200
GET,/tpch10/lineitem/lineitem.1.parquet,2326953,220
GET,/tpch10/lineitem/lineitem.1.parquet,2326052,1889
GET,/tpch10/lineitem/lineitem.1.parquet,2321631,6799
GET,/tpch10/lineitem/lineitem.1.parquet,2317594,10859
GET,/tpch10/lineitem/lineitem.1.parquet,2327047,1934
GET,/tpch10/lineitem/lineitem.1.parquet,2326292,2740
GET,/tpch10/lineitem/lineitem.1.parquet,2326034,2122
GET,/tpch10/lineitem/lineitem.1.parquet,2326886,2160
GET,/tpch10/lineitem/lineitem.1.parquet,2326853,2239
GET,/tpch10/lineitem/lineitem.1.parquet,2326142,1966
GET,/tpch10/lineitem/lineitem.1.parquet,2319280,9876
GET,/tpch10/lineitem/lineitem.1.parquet,2317655,11548
GET,/tpch10/lineitem/lineitem.1.parquet,2326359,2852
