method,resource,start_offset_ms,duration_ms
GET,/tpch10/lineitem/lineitem.1.parquet,3024157,2313
GET,/tpch10/lineitem/lineitem.1.parquet,3026574,1267
GET,/tpch10/lineitem/lineitem.1.parquet,3026567,1289
GET,/tpch10/lineitem/lineitem.1.parquet,3026546,1412
GET,/tpch10/lineitem/lineitem.1.parquet,3026388,1579
GET,/tpch10/lineitem/lineitem.1.parquet,3025565,4008
GET,/tpch10/lineitem/lineitem.1.parquet,3025610,4647
GET,/tpch10/lineitem/lineitem.1.parquet,3025702,4713
GET,/tpch10/lineitem/lineitem.1.parquet,3028906,1562
GET,/tpch10/lineitem/lineitem.1.parquet,3025634,4971
GET,/tpch10/lineitem/lineitem.1.parquet,3029733,926
GET,/tpch10/lineitem/lineitem.1.parquet,3030326,405
GET,/tpch10/lineitem/lineitem.1.parquet,3029722,1494
GET,/tpch10/lineitem/lineitem.1.parquet,3030458,812
GET,/tpch10/lineitem/lineitem.1.parquet,3030287,1125
GET,/tpch10/lineitem/lineitem.1.parquet,3025514,6159
GET,/tpch10/lineitem/lineitem.1.parquet,3030723,983
GET,/tpch10/lineitem/lineitem.1.parquet,3026614,5137
GET,/tpch10/lineitem/lineitem.1.parquet,3026502,5945
GET,/tpch10/lineitem/lineitem.1.parquet,3031493,959
GET,/tpch10/lineitem/lineitem.1.parquet,3025505,7094
GET,/tpch10/lineitem/lineitem.1.parquet,3031276,1375
GET,/tpch10/lineitem/lineitem.1.parquet,3027630,5022
GET,/tpch10/lineitem/lineitem.1.parquet,3031506,1151
GET,/tpch10/lineitem/lineitem.1.parquet,3032386,386
GET,/tpch10/lineitem/lineitem.1.parquet,3032480,321
GET,/tpch10/lineitem/lineitem.1.parquet,3027649,5634
GET,/tpch10/lineitem/lineitem.1.parquet,3032414,732
GET,/tpch10/lineitem/lineitem.1.parquet,3032717,742
GET,/tpch10/lineitem/lineitem.1.parquet,3032676,800
GET,/tpch10/lineitem/lineitem.1.parquet,3032597,933
GET,/tpch10/lineitem/lineitem.1.parquet,3032774,719
GET,/tpch10/lineitem/lineitem.1.parquet,3032801,850
GET,/tpch10/lineitem/lineitem.1.parquet,3033354,815
GET,/tpch10/lineitem/lineitem.1.parquet,3033382,820
GET,/tpch10/lineitem/lineitem.1.parquet,3033348,863
GET,/tpch10/lineitem/lineitem.1.parquet,3033319,956
GET,/tpch10/lineitem/lineitem.1.parquet,3034086,284
GET,/tpch10/lineitem/lineitem.1.parquet,3034107,319
GET,/tpch10/lineitem/lineitem.1.parquet,3034153,283
GET,/tpch10/lineitem/lineitem.1.parquet,3034168,260
GET,/tpch10/lineitem/lineitem.1.parquet,3030612,4060
GET,/tpch10/lineitem/lineitem.1.parquet,3034264,567
GET,/tpch10/lineitem/lineitem.1.parquet,3034315,476
GET,/tpch10/lineitem/lineitem.1.parquet,3030541,4251
GET,/tpch10/lineitem/lineitem.1.parquet,3034432,617
GET,/tpch10/lineitem/lineitem.1.parquet,3034898,335
GET,/tpch10/lineitem/lineitem.1.parquet,3031552,3715
GET,/tpch10/lineitem/lineitem.1.parquet,3034615,1008
GET,/tpch10/lineitem/lineitem.1.parquet,3035101,535
GET,/tpch10/lineitem/lineitem.1.parquet,3034981,647
GET,/tpch10/lineitem/lineitem.1.parquet,3034983,914
GET,/tpch10/lineitem/lineitem.1.parquet,3035007,905
GET,/tpch10/lineitem/lineitem.1.parquet,3035332,628
GET,/tpch10/lineitem/lineitem.1.parquet,3035763,481
GET,/tpch10/lineitem/lineitem.1.parquet,3035662,577
GET,/tpch10/lineitem/lineitem.1.parquet,3035743,500
GET,/tpch10/lineitem/lineitem.1.parquet,3035683,540
GET,/tpch10/lineitem/lineitem.1.parquet,3035917,667
GET,/tpch10/lineitem/lineitem.1.parquet,3035824,762
GET,/tpch10/lineitem/lineitem.1.parquet,3036256,605
GET,/tpch10/lineitem/lineitem.1.parquet,3035860,1009
GET,/tpch10/lineitem/lineitem.1.parquet,3033365,3556
GET,/tpch10/lineitem/lineitem.1.parquet,3036430,624
GET,/tpch10/lineitem/lineitem.1.parquet,3036474,653
GET,/tpch10/lineitem/lineitem.1.parquet,3033525,3836
GET,/tpch10/lineitem/lineitem.1.parquet,3036936,461
GET,/tpch10/lineitem/lineitem.1.parquet,3036885,527
GET,/tpch10/lineitem/lineitem.1.parquet,3036924,362
GET,/tpch10/lineitem/lineitem.1.parquet,3036951,751
GET,/tpch10/lineitem/lineitem.1.parquet,3037105,608
GET,/tpch10/lineitem/lineitem.1.parquet,3037089,661
GET,/tpch10/lineitem/lineitem.1.parquet,3037653,722
GET,/tpch10/lineitem/lineitem.1.parquet,3038202,331
GET,/tpch10/lineitem/lineitem.1.parquet,3035933,2757
GET,/tpch10/lineitem/lineitem.1.parquet,3038385,306
GET,/tpch10/lineitem/lineitem.1.parquet,3033264,5909
GET,/tpch10/lineitem/lineitem.1.parquet,3038484,690
GET,/tpch10/lineitem/lineitem.1.parquet,3038664,789
GET,/tpch10/lineitem/lineitem.1.parquet,3037656,1822
GET,/tpch10/lineitem/lineitem.1.parquet,3038713,785
GET,/tpch10/lineitem/lineitem.1.parquet,3039209,442
GET,/tpch10/lineitem/lineitem.1.parquet,3038631,1061
GET,/tpch10/lineitem/lineitem.1.parquet,3039486,823
GET,/tpch10/lineitem/lineitem.1.parquet,3039382,1077
GET,/tpch10/lineitem/lineitem.1.parquet,3040312,284
GET,/tpch10/lineitem/lineitem.1.parquet,3039366,1247
GET,/tpch10/lineitem/lineitem.1.parquet,3035177,5450
GET,/tpch10/lineitem/lineitem.1.parquet,3037105,3547
GET,/tpch10/lineitem/lineitem.1.parquet,3040359,301
GET,/tpch10/lineitem/lineitem.1.parquet,3040348,328
GET,/tpch10/lineitem/lineitem.1.parquet,3040434,244
GET,/tpch10/lineitem/lineitem.1.parquet,3040479,270
GET,/tpch10/lineitem/lineitem.1.parquet,3037119,3656
GET,/tpch10/lineitem/lineitem.1.parquet,3040561,220
GET,/tpch10/lineitem/lineitem.1.parquet,3040432,364
GET,/tpch10/lineitem/lineitem.1.parquet,3037564,3290
GET,/tpch10/lineitem/lineitem.1.parquet,3040570,568
GET,/tpch10/lineitem/lineitem.1.parquet,3040738,856
GET,/tpch10/lineitem/lineitem.1.parquet,3039554,2075
GET,/tpch10/lineitem/lineitem.1.parquet,3041443,634
GET,/tpch10/lineitem/lineitem.1.parquet,3041297,821
GET,/tpch10/lineitem/lineitem.1.parquet,3040858,1266
GET,/tpch10/lineitem/lineitem.1.parquet,3041443,684
GET,/tpch10/lineitem/lineitem.1.parquet,3041394,746
GET,/tpch10/lineitem/lineitem.1.parquet,3041214,963
GET,/tpch10/lineitem/lineitem.1.parquet,3041952,312
GET,/tpch10/lineitem/lineitem.1.parquet,3040852,1583
GET,/tpch10/lineitem/lineitem.1.parquet,3042018,533
GET,/tpch10/lineitem/lineitem.1.parquet,3042011,551
GET,/tpch10/lineitem/lineitem.1.parquet,3042024,535
GET,/tpch10/lineitem/lineitem.1.parquet,3042060,698
GET,/tpch10/lineitem/lineitem.1.parquet,3042252,808
GET,/tpch10/lineitem/lineitem.1.parquet,3042868,315
GET,/tpch10/lineitem/lineitem.1.parquet,3042830,662
GET,/tpch10/lineitem/lineitem.1.parquet,3042812,971
GET,/tpch10/lineitem/lineitem.1.parquet,3042134,1669
GET,/tpch10/lineitem/lineitem.1.parquet,3043515,330
GET,/tpch10/lineitem/lineitem.1.parquet,3041593,2273
GET,/tpch10/lineitem/lineitem.1.parquet,3042903,1112
GET,/tpch10/lineitem/lineitem.1.parquet,3042856,1255
GET,/tpch10/lineitem/lineitem.1.parquet,3042969,1260
GET,/tpch10/lineitem/lineitem.1.parquet,3043013,1629
GET,/tpch10/lineitem/lineitem.1.parquet,3043073,1644
GET,/tpch10/lineitem/lineitem.1.parquet,3044052,817
GET,/tpch10/lineitem/lineitem.1.parquet,3044145,836
GET,/tpch10/lineitem/lineitem.1.parquet,3044666,580
GET,/tpch10/lineitem/lineitem.1.parquet,3044683,564
GET,/tpch10/lineitem/lineitem.1.parquet,3044061,1209
GET,/tpch10/lineitem/lineitem.1.parquet,3043104,2177
GET,/tpch10/lineitem/lineitem.1.parquet,3044769,619
GET,/tpch10/lineitem/lineitem.1.parquet,3044808,813
GET,/tpch10/lineitem/lineitem.1.parquet,3044674,971
GET,/tpch10/lineitem/lineitem.1.parquet,3044860,903
GET,/tpch10/lineitem/lineitem.1.parquet,3045399,372
GET,/tpch10/lineitem/lineitem.1.parquet,3044882,892
GET,/tpch10/lineitem/lineitem.1.parquet,3045384,413
GET,/tpch10/lineitem/lineitem.1.parquet,3045496,362
GET,/tpch10/lineitem/lineitem.1.parquet,3044203,1689
GET,/tpch10/lineitem/lineitem.1.parquet,3045579,340
GET,/tpch10/lineitem/lineitem.1.parquet,3045663,507
GET,/tpch10/lineitem/lineitem.1.parquet,3045859,711
GET,/tpch10/lineitem/lineitem.1.parquet,3046216,455
GET,/tpch10/lineitem/lineitem.1.parquet,3046381,530
