method,resource,start_offset_ms,duration_ms
GET,/tpch10/partsupp/partsupp.1.parquet,1724676,36
GET,/tpch10/partsupp/partsupp.1.parquet,1724991,278
GET,/tpch10/supplier/supplier.parquet,1727708,58
GET,/tpch10/supplier/supplier.parquet,1728069,107
GET,/tpch10/nation/nation.parquet,1729028,56
GET,/tpch10/nation/nation.parquet,1729349,39
GET,/tpch10/region/region.parquet,1730454,65
GET,/tpch10/region/region.parquet,1730966,57
GET,/tpch10/region/region.parquet,1734312,40
GET,/tpch10/region/region.parquet,1734318,71
GET,/tpch10/part/part.parquet,1734273,268
GET,/tpch10/region/region.parquet,1734661,40
GET,/tpch10/part/part.parquet,1734498,222
GET,/tpch10/part/part.parquet,1734503,245
GET,/tpch10/region/region.parquet,1735005,73
GET,/tpch10/part/part.parquet,1734902,312
GET,/tpch10/part/part.parquet,1734936,279
GET,/tpch10/part/part.parquet,1734789,440
GET,/tpch10/part/part.parquet,1734781,546
GET,/tpch10/part/part.parquet,1735132,229
GET,/tpch10/part/part.parquet,1735187,222
GET,/tpch10/part/part.parquet,1735285,214
GET,/tpch10/part/part.parquet,1735271,274
GET,/tpch10/part/part.parquet,1735437,199
GET,/tpch10/nation/nation.parquet,1737327,41
GET,/tpch10/part/part.parquet,1735499,1904
GET,/tpch10/part/part.parquet,1735447,2437
GET,/tpch10/part/part.parquet,1736312,1802
GET,/tpch10/part/part.parquet,1738105,148
GET,/tpch10/part/part.parquet,1738123,162
GET,/tpch10/nation/nation.parquet,1738212,92
GET,/tpch10/part/part.parquet,1737374,1794
GET,/tpch10/part/part.parquet,1739052,151
GET,/tpch10/part/part.parquet,1737313,2201
GET,/tpch10/part/part.parquet,1737326,2255
GET,/tpch10/part/part.parquet,1736447,3158
GET,/tpch10/nation/nation.parquet,1739789,43
GET,/tpch10/part/part.parquet,1735538,4317
GET,/tpch10/part/part.parquet,1738820,1166
GET,/tpch10/part/part.parquet,1738812,1284
GET,/tpch10/part/part.parquet,1736367,4066
GET,/tpch10/part/part.parquet,1736438,4293
GET,/tpch10/part/part.parquet,1736289,3607
GET,/tpch10/part/part.parquet,1739100,1656
GET,/tpch10/part/part.parquet,1736301,4469
GET,/tpch10/part/part.parquet,1736344,4452
GET,/tpch10/part/part.parquet,1736283,4550
GET,/tpch10/nation/nation.parquet,1740768,33
GET,/tpch10/part/part.parquet,1737387,3484
GET,/tpch10/part/part.parquet,1738193,2773
GET,/tpch10/supplier/supplier.parquet,1740887,96
GET,/tpch10/supplier/supplier.parquet,1740910,81
GET,/tpch10/supplier/supplier.parquet,1740939,81
GET,/tpch10/part/part.parquet,1740499,585
GET,/tpch10/part/part.parquet,1739053,2061
GET,/tpch10/nation/nation.parquet,1741097,38
GET,/tpch10/part/part.parquet,1740979,191
GET,/tpch10/part/part.parquet,1739807,1614
GET,/tpch10/part/part.parquet,1740641,896
GET,/tpch10/part/part.parquet,1739847,1710
GET,/tpch10/supplier/supplier.parquet,1741341,301
GET,/tpch10/supplier/supplier.parquet,1741316,379
